,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,restaurant,item
416,610,220,24,9.0,0.0,50,1520,75,5.0,5,25.0,10.0,4.0,40.0,Taco Bell,Steak Crunchy Cheesy Core Burrito
417,630,240,26,10.0,0.5,45,1530,76,7.0,5,22.0,15.0,4.0,35.0,Taco Bell,Beef Crunchy Cheesy Core Burrito
418,550,260,29,9.0,0.5,50,1130,52,7.0,4,20.0,15.0,6.0,20.0,Taco Bell,Loaded Taco Burrito
419,620,270,30,10.0,0.0,60,1440,64,4.0,4,24.0,10.0,20.0,30.0,Taco Bell,Chicken Quesarito
420,630,280,31,11.0,0.5,65,1410,64,3.0,4,25.0,10.0,20.0,30.0,Taco Bell,Steak Quesarito
421,650,300,34,12.0,0.5,60,1450,65,6.0,5,22.0,10.0,20.0,30.0,Taco Bell,Beef Quesarito
422,400,160,18,4.5,0.0,30,960,45,3.0,3,16.0,10.0,20.0,30.0,Taco Bell,Shredded Chicken Burrito
423,710,320,35,13.0,1.0,75,2260,70,10.0,4,28.0,10.0,20.0,30.0,Taco Bell,Smothered Burrito - Beef
424,650,250,28,10.0,0.0,70,2230,67,8.0,4,34.0,10.0,20.0,30.0,Taco Bell,Smothered Burrito - Shredded Chicken
425,670,260,29,11.0,0.5,80,2080,68,7.0,4,35.0,10.0,20.0,30.0,Taco Bell,Smothered Burrito - Steak
426,540,180,20,8.0,0.0,55,1740,66,5.0,5,24.0,15.0,8.0,35.0,Taco Bell,Chicken Spicy Cheesy Core Burrito
427,550,190,21,9.0,0.0,50,1750,66,5.0,5,24.0,10.0,6.0,35.0,Taco Bell,Steak Spicy Cheesy Core Burrito
428,570,210,23,10.0,0.5,45,1760,68,7.0,5,22.0,15.0,6.0,35.0,Taco Bell,Beef Spicy Cheesy Core Burrito
429,410,140,16,6.0,0.0,30,1030,50,4.0,3,15.0,6.0,2.0,20.0,Taco Bell,Triple Melt Burrito
430,880,380,42,14.0,1.0,75,2020,94,12.0,6,31.0,10.0,20.0,30.0,Taco Bell,XXL Grilled Stuft Burrito - Beef
431,830,320,35,11.0,0.0,85,1940,91,10.0,6,37.0,10.0,20.0,30.0,Taco Bell,XXL Grilled Stuft Burrito - Chicken
432,820,320,36,12.0,1.0,70,2020,91,10.0,7,33.0,10.0,20.0,30.0,Taco Bell,XXL Grilled Stuft Burrito - Steak
433,170,50,6,3.0,0.0,30,460,18,1.0,1,12.0,10.0,20.0,30.0,Taco Bell,Chicken Soft Taco
434,320,120,14,5.0,0.0,25,770,36,6.0,2,13.0,10.0,20.0,30.0,Taco Bell,Cool Ranch® Doritos® Double Decker® Taco
435,160,90,10,3.5,0.0,25,350,13,2.0,1,8.0,10.0,20.0,30.0,Taco Bell,Cool Ranch® Doritos® Locos Taco
436,200,100,12,4.5,0.0,35,370,15,3.0,3,9.0,10.0,20.0,30.0,Taco Bell,Cool Ranch® Doritos® Locos Taco Supreme
437,170,90,10,4.0,0.0,25,290,12,3.0,1,8.0,10.0,20.0,30.0,Taco Bell,Crunchy Taco
438,200,110,12,5.0,0.0,35,320,15,3.0,2,9.0,10.0,20.0,30.0,Taco Bell,Crunchy Taco Supreme®
439,320,120,14,5.0,0.0,25,640,37,7.0,2,13.0,10.0,20.0,30.0,Taco Bell,Double Decker® Taco
440,350,140,16,6.0,0.0,35,670,40,7.0,3,14.0,10.0,20.0,30.0,Taco Bell,DOUBLE DECKER® Taco Supreme®
441,340,160,18,7.0,0.0,35,640,32,4.0,6,12.0,10.0,2.0,15.0,Taco Bell,Spicy Sweet Double Stacked Taco
442,350,180,20,8.0,0.5,40,630,30,4.0,3,13.0,15.0,2.0,20.0,Taco Bell,Cool Ranch Habanero Double Stacked Taco
443,380,170,19,6.0,0.0,35,650,39,5.0,2,13.0,8.0,2.0,20.0,Taco Bell,Nacho Crunch Double Stacked Taco
444,320,120,13,5.0,0.0,25,770,36,7.0,2,14.0,10.0,20.0,30.0,Taco Bell,Fiery Doritos® Double Decker® Taco
445,170,90,10,3.5,0.0,25,370,12,3.0,1,8.0,10.0,20.0,30.0,Taco Bell,Fiery Doritos® Locos Taco
446,200,110,12,5.0,0.0,30,390,15,3.0,2,9.0,10.0,20.0,30.0,Taco Bell,Fiery Doritos® Locos Taco Supreme
447,250,130,14,4.0,0.0,30,550,19,2.0,2,11.0,10.0,20.0,30.0,Taco Bell,Grilled Steak Soft Taco
448,320,120,13,5.0,0.0,25,760,36,7.0,2,14.0,10.0,20.0,30.0,Taco Bell,Nacho Cheese Doritos® Double Decker® Taco
449,170,80,9,4.0,0.0,25,340,13,2.0,1,8.0,10.0,20.0,30.0,Taco Bell,Nacho Cheese Doritos® Locos Tacos
450,200,100,11,5.0,0.0,35,370,15,3.0,2,9.0,10.0,20.0,30.0,Taco Bell,Nacho Cheese Doritos® Locos Tacos Supreme
451,230,100,11,5.0,0.0,35,530,22,3.0,3,10.0,10.0,20.0,30.0,Taco Bell,Soft Taco Supreme® – Beef
452,200,80,9,4.0,0.0,25,510,19,3.0,1,10.0,10.0,20.0,30.0,Taco Bell,Soft Taco-Beef
453,250,120,13,3.0,0.0,10,510,28,3.0,1,6.0,10.0,20.0,30.0,Taco Bell,Spicy Potato Soft Taco
454,340,160,18,4.0,0.0,40,530,29,3.0,4,16.0,10.0,20.0,30.0,Taco Bell,Chalupa Supreme® - Chicken
455,340,170,18,4.0,0.0,30,570,29,3.0,4,14.0,10.0,20.0,30.0,Taco Bell,Chalupa Supreme® - Steak
456,370,190,21,5.0,0.0,30,570,31,4.0,4,13.0,10.0,20.0,30.0,Taco Bell,Chalupa Supreme®–Beef
457,600,310,35,8.0,0.5,50,1010,50,6.0,5,21.0,15.0,4.0,15.0,Taco Bell,Double Chalupa
458,420,250,28,6.0,0.0,65,1070,23,4.0,2,19.0,6.0,4.0,6.0,Taco Bell,Wild Naked Chicken Chalupa
459,440,270,30,7.0,0.0,70,1090,22,3.0,1,20.0,6.0,4.0,6.0,Taco Bell,Mild Naked Chicken Chalupa
460,600,310,35,8.0,0.5,50,1240,52,7.0,5,21.0,15.0,8.0,15.0,Taco Bell,Spicy Double Chalupa
461,350,80,9,3.0,0.0,0,950,57,9.0,3,11.0,10.0,20.0,30.0,Taco Bell,Fresco Bean Burrito
462,340,80,8,3.0,0.0,25,1020,50,7.0,4,17.0,10.0,20.0,30.0,Taco Bell,Fresco Burrito Supreme® – Chicken
463,340,80,9,3.0,0.0,15,1060,50,7.0,4,15.0,10.0,20.0,30.0,Taco Bell,Fresco Burrito Supreme® – Steak
464,150,35,4,1.0,0.0,25,460,18,2.0,2,11.0,10.0,20.0,30.0,Taco Bell,Fresco Chicken Soft Taco
465,140,70,8,2.0,0.0,20,290,13,3.0,1,6.0,10.0,20.0,30.0,Taco Bell,Fresco Crunchy Taco
466,150,35,4,2.0,0.0,15,500,19,2.0,2,9.0,10.0,20.0,30.0,Taco Bell,Fresco Grilled Steak Soft Taco
467,170,60,7,3.0,0.0,20,500,20,3.0,2,8.0,10.0,20.0,30.0,Taco Bell,Fresco Soft Taco
468,490,260,29,10.0,1.0,55,810,39,5.0,6,20.0,10.0,20.0,30.0,Taco Bell,Cheesy Gordita Crunch
469,490,250,28,10.0,1.0,55,890,40,5.0,5,20.0,10.0,20.0,30.0,Taco Bell,Doritos® Cheesy Gordita Crunch - Cool Ranch
470,490,250,28,10.0,1.0,55,890,40,5.0,4,20.0,10.0,20.0,30.0,Taco Bell,Doritos® Cheesy Gordita Crunch - Fiery
471,490,250,28,10.0,1.0,55,880,40,5.0,5,20.0,10.0,20.0,30.0,Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese
472,570,290,32,12.0,1.0,70,1110,44,7.0,5,25.0,15.0,2.0,30.0,Taco Bell,Double Cheesy Gordita Crunch
473,300,120,14,5.0,0.0,30,550,31,4.0,6,13.0,10.0,20.0,30.0,Taco Bell,Gordita Supreme® – Beef
474,270,90,10,4.0,0.0,40,510,29,2.0,6,16.0,10.0,20.0,30.0,Taco Bell,Gordita Supreme® - Chicken
475,270,90,11,4.0,0.0,30,550,29,2.0,6,14.0,10.0,20.0,30.0,Taco Bell,Gordita Supreme® - Steak
476,710,360,41,6.0,0.0,30,1420,73,10.0,4,13.0,10.0,4.0,8.0,Taco Bell,Nacho Fries Bellgrande
477,760,360,39,6.0,0.0,30,1100,82,13.0,5,18.0,10.0,20.0,30.0,Taco Bell,Nachos BellGrande®
478,430,210,23,5.0,0.0,30,690,44,7.0,3,12.0,10.0,20.0,30.0,Taco Bell,Nachos Supreme
479,320,140,15,1.5,0.0,0,600,41,6.0,2,7.0,10.0,20.0,30.0,Taco Bell,Triple Layer Nachos
480,260,140,16,4.5,0.0,30,550,19,3.0,1,10.0,6.0,0.0,10.0,Taco Bell,Triple Melt Nachos
481,410,170,19,6.0,0.0,25,960,46,4.0,3,14.0,10.0,20.0,30.0,Taco Bell,Beefy Cheddar Crunchwrap Slider
482,210,110,12,4.0,0.0,25,560,17,3.0,1,9.0,10.0,20.0,30.0,Taco Bell,Beefy Mini Quesadilla
483,420,170,19,4.5,0.0,20,870,49,5.0,3,12.0,10.0,20.0,30.0,Taco Bell,Beefy Nacho Griller
484,430,210,23,5.0,0.0,20,900,43,3.0,4,12.0,10.0,20.0,30.0,Taco Bell,BLT Crunchwrap Slider
485,560,200,22,4.0,0.0,60,1520,64,9.0,4,26.0,10.0,20.0,30.0,Taco Bell,Cantina Power Bowl - Chicken
486,580,210,23,4.0,0.0,50,1460,66,10.0,4,27.0,10.0,20.0,30.0,Taco Bell,Cantina Power Bowl - Steak
487,540,190,21,3.0,0.0,10,1310,75,14.0,4,14.0,10.0,20.0,30.0,Taco Bell,Cantina Power Bowl - Veggie
488,480,240,27,11.0,1.0,50,1000,40,4.0,3,19.0,10.0,20.0,30.0,Taco Bell,Cheese Quesadilla
489,190,80,9,5.0,0.0,20,450,18,2.0,1,9.0,10.0,20.0,30.0,Taco Bell,Cheese Roll-Up
490,520,250,28,12.0,1.0,75,1210,41,4.0,3,27.0,10.0,20.0,30.0,Taco Bell,Chicken Quesadilla
491,620,340,37,8.0,0.0,50,1290,53,4.0,4,17.0,8.0,6.0,15.0,Taco Bell,Chickstar
492,380,150,17,8.0,1.0,35,930,41,5.0,2,16.0,10.0,20.0,30.0,Taco Bell,Chili Cheese Burrito
493,290,170,18,3.0,0.0,25,640,22,1.0,1,9.0,10.0,20.0,30.0,Taco Bell,Chipotle Crispy Chicken Griller
494,650,340,37,13.0,0.5,75,1480,51,5.0,3,26.0,10.0,2.0,45.0,Taco Bell,Crispy Chicken Quesadilla
495,540,190,21,6.0,0.0,30,1110,71,7.0,7,16.0,10.0,20.0,30.0,Taco Bell,Crunchwrap Supreme®
496,270,100,11,4.0,0.0,15,650,32,8.0,2,12.0,10.0,20.0,30.0,Taco Bell,Double Tostada
497,580,260,29,9.0,1.0,60,1270,59,8.0,7,23.0,10.0,20.0,30.0,Taco Bell,Express Taco Salad w/ Chips
498,470,200,22,6.0,0.0,25,1120,55,4.0,5,13.0,10.0,20.0,30.0,Taco Bell,Loaded Potato Griller
499,540,270,31,8.0,1.0,40,860,47,7.0,2,20.0,10.0,20.0,30.0,Taco Bell,Mexican Pizza
500,270,130,14,7.0,1.0,40,740,21,3.0,2,14.0,10.0,20.0,30.0,Taco Bell,MexiMelt®
501,440,210,23,10.0,0.5,60,840,36,3.0,3,22.0,15.0,6.0,35.0,Taco Bell,Steak Quesalupa
502,440,200,23,10.0,0.5,60,840,37,3.0,3,22.0,15.0,8.0,35.0,Taco Bell,Chicken Quesalupa
503,460,240,26,11.0,1.0,50,890,38,4.0,3,19.0,15.0,6.0,35.0,Taco Bell,Beef Quesalupa
504,180,70,8,2.5,0.0,25,540,15,2.0,1,12.0,10.0,20.0,30.0,Taco Bell,Shredded Chicken Mini Quesadilla
505,400,180,20,4.0,0.0,25,900,42,3.0,3,15.0,10.0,20.0,30.0,Taco Bell,Spicy Chicken Crunchwrap Slider
506,200,90,10,2.5,0.0,10,440,22,4.0,1,7.0,10.0,20.0,30.0,Taco Bell,Spicy Tostada
507,390,170,18,8.0,0.5,40,1050,39,4.0,3,18.0,8.0,2.0,30.0,Taco Bell,Stacker
508,520,250,28,12.0,1.0,65,1250,41,4.0,3,25.0,10.0,20.0,30.0,Taco Bell,Steak Quesadilla
509,700,270,30,9.0,0.5,45,1550,85,9.0,7,23.0,15.0,6.0,25.0,Taco Bell,Original Triple Double Crunchwrap
510,780,340,38,10.0,0.5,50,1850,87,9.0,8,23.0,20.0,10.0,25.0,Taco Bell,Spicy Triple Double Crunchwrap
511,580,260,29,9.0,1.0,60,1270,59,8.0,7,23.0,10.0,20.0,30.0,Taco Bell,Express Taco Salad w/ Chips
512,780,380,42,10.0,1.0,60,1340,74,11.0,7,26.0,10.0,20.0,30.0,Taco Bell,Fiesta Taco Salad-Beef
513,720,320,35,7.0,0.0,70,1260,70,8.0,8,32.0,10.0,20.0,30.0,Taco Bell,Fiesta Taco Salad-Chicken
514,720,320,36,8.0,1.0,55,1340,70,8.0,8,28.0,10.0,20.0,30.0,Taco Bell,Fiesta Taco Salad-Steak
